	name	start	stop	strand
3427	b1730	1812329	1813132	-
3428	b1731	1813421	1813663	-
3429	b1736	1819455	1819805	-
3430	b1737	1819856	1821214	-
3431	b1734	1817148	1818500	-
3432	b1735	1818605	1819447	-
3433	b3745	3928152	3929603	-
3434	b3249	3398387	3398875	-
3435	b0887	929196	930962	-
3436	b0886	927474	929195	-
3437	b0733	771458	773026	+
3438	b0732	767978	770611	+
3439	b0735	774309	774602	+
3440	b0734	773042	774181	+
3441	b0737	775153	775845	+
3442	b0736	774752	775156	+
3443	b0739	776342	777607	+
3444	b0738	775849	776277	+
3445	b0889	932595	933089	+
3446	b0888	931085	932050	-
3447	b0469	491412	491963	+
3448	b0468	490882	491259	+
3449	b0399	417142	417831	+
3450	b0398	415750	416952	-
3451	b3115	3262452	3263660	-
3452	b0393	409108	410019	-
3453	b0460	480090	480308	-
3454	b0391	408177	408461	+
3455	b0390	407428	408105	+
3456	b0397	412607	415753	-
3457	b0396	411297	412481	-
3458	b0467	490285	490812	-
3459	b0394	410144	411052	+
3460	b1426	1498651	1498875	+
3461	b1427	1498938	1499477	+
3462	b1424	1496856	1498511	+
3463	b1422	1494148	1495071	-
3464	b1423	1495288	1496631	+
3465	b1420	1491962	1492129	-
3466	b1421	1492470	1494110	+
3467	b4166	4392928	4394067	-
3468	b4167	4394066	4395613	+
3469	b4160	4389392	4390360	-
3470	b4161	4390457	4391509	-
3471	b1428	1499469	1500449	-
3472	b1429	1500573	1501565	+
3473	b4036	4247971	4249311	+
3474	b4037	4249554	4250474	+
3475	b3113	3259721	3260110	-
3476	b3428	3564134	3566581	-
3477	b4034	4245229	4246419	-
3478	b4035	4246784	4247899	+
3479	b0089	98403	99647	+
3480	b0088	97087	98403	+
3481	b0087	96002	97084	+
3482	b0086	94650	96008	+
3483	b0085	93166	94653	+
3484	b0084	91413	93179	+
3485	b0083	91032	91397	+
3486	b0082	90094	91035	+
3487	b0081	89634	90092	+
3488	b0080	88028	89032	+
3489	b0267	280829	281983	-
3490	b0265	279600	279875	-
3491	b0264	279178	279681	-
3492	b0262	277756	278802	-
3493	b0261	276715	277647	+
3494	b0260	275325	276728	+
3495	b3070	3215727	3216491	-
3496	b4031	4240779	4242254	-
3497	b0269	283201	285168	+
3498	b0268	282278	283186	+
3499	b0065	71351	72115	+
3500	b0064	70387	71265	+
3501	b0067	72911	74521	-
3502	b0066	72229	72927	-
3503	b0061	65855	66550	-
3504	b0060	63429	65780	-
3505	b0063	68348	70048	-
3506	b0062	66835	68337	-
3507	b0069	75644	77299	-
3508	b0068	74497	75480	-
3509	b4192	4418561	4419625	-
3510	b4317	4545096	4547732	+
3511	b4316	4544304	4545029	+
3512	b4314	4543115	4543663	+
3513	b4383	4619603	4620826	+
3514	b3507	3654683	3655213	+
3515	b3054	3199664	3200965	-
3516	b4310	4537659	4538765	-
3517	b3505	3652182	3653198	-
3518	b0423	441549	442997	+
3519	b3424	3560622	3561452	-
3520	b4613	3647705	3647788	-
3521	b3503	3650237	3650662	+
3522	b4184	4411979	4412377	+
3523	b1779	1862771	1863766	+
3524	b4618	3853553	3853642	+
3525	b3502	3648935	3650224	+
3526	b3501	3648528	3648881	+
3527	b3500	3646299	3647651	+
3528	b3425	3561497	3561823	-
3529	b3738	3921236	3922051	-
3530	b3064	3209530	3210543	-
3531	b0447	468383	468841	+
3532	b3066	3211107	3212852	+
3533	b3067	3213047	3214888	+
3534	b3060	3205324	3206256	-
3535	b3061	3206463	3207374	+
3536	b3062	3207371	3207976	+
3537	b0446	467412	468230	+
3538	b3219	3366926	3367642	+
3539	b3068	3214967	3215473	-
3540	b0445	465612	467312	-
3541	b4050	4262840	4263082	+
3542	b2900	3043312	3043623	-
3543	b0444	464852	465547	-
3544	b2901	3043662	3045101	+
3545	b0443	464402	464800	+
3546	b2902	3045158	3045901	-
3547	b0442	463937	464308	+
3548	b1930	2009479	2009712	+
3549	b2903	3046168	3049041	-
3550	b3248	3397785	3398378	-
3551	b0441	461915	463786	+
3552	b3718	3898671	3899393	-
3553	b1931	2009821	2010489	+
3554	b3244	3390583	3392028	-
3555	b2904	3049160	3049549	-
3556	b3714	3895272	3896609	-
3557	b0440	461451	461723	+
3558	b3240	3386221	3388188	-
3559	b1932	2010600	2011079	+
3560	b3242	3389134	3389337	-
3561	b2905	3049573	3050667	-
3562	b2906	3051115	3052317	-
3563	b3878	4067240	4069276	-
3564	b2907	3052340	3053518	-
3565	b3392	3520615	3521019	-
3566	b3393	3521009	3521449	-
3567	b3390	3518543	3519064	-
3568	b3391	3519465	3520703	-
3569	b3396	3522871	3525423	+
3570	b3397	3525589	3526149	-
3571	b3394	3521433	3521972	-
3572	b3395	3521972	3522751	-
3573	b4233	4455785	4457158	+
3574	b2946	3091134	3091865	+
3575	b3398	3526469	3528604	+
3576	b1937	2012700	2013014	-
3577	b3662	3840549	3841739	-
3578	b3663	3841950	3842402	-
3579	b3660	3838248	3839171	+
3580	b3661	3839175	3839993	-
3581	b3666	3845776	3847167	-
3582	b3667	3847305	3848624	-
3583	b3664	3842455	3843789	-
3584	b3665	3843964	3845730	+
3585	b3292	3438705	3439130	-
3586	b3421	3556853	3558079	-
3587	b3669	3850136	3850726	-
3588	b2283	2397439	2400165	-
3589	b2282	2396465	2397442	-
3590	b2281	2395908	2396450	-
3591	b2280	2395342	2395896	-
3592	b2287	2403951	2404613	-
3593	b2286	2402055	2403845	-
3594	b2285	2401552	2402052	-
3595	b2284	2400218	2401555	-
3596	b2535	2665435	2666715	+
3597	b2534	2664390	2665244	+
3598	b2289	2405703	2406641	-
3599	b2288	2404629	2405072	-
3600	b2531	2661643	2662131	-
3601	b2530	2660317	2661531	-
3602	b2533	2663442	2664245	+
3603	b2532	2662583	2663323	-
3604	b3809	3994762	3995586	+
3605	b3422	3558268	3559866	+
3606	b3803	3987885	3989066	-
3607	b3800	3982958	3984193	+
3608	b3801	3984352	3986007	-
3609	b3806	3991153	3993699	+
3610	b3807	3993739	3994059	-
3611	b3804	3989088	3989828	-
3612	b3805	3989825	3990766	-
3613	b2620	2754896	2755378	+
3614	b2623	2757644	2758600	-
3615	b2622	2756159	2757400	+
3616	b2625	2758985	2760394	+
3617	b2624	2758644	2758856	+
3618	b2627	2761351	2763540	-
3619	b2626	2760547	2761173	+
3620	b2629	2765513	2765776	-
3621	b2628	2763537	2765153	-
3622	b3484	3624378	3625514	+
3623	b3485	3625679	3626803	-
3624	b3482	3619192	3623427	+
3625	b3483	3623399	3623782	+
3626	b3480	3617776	3618582	+
3627	b3481	3618588	3618989	+
3628	b2759	2882155	2882637	-
3629	b2758	2881051	2882142	-
3630	b2837	2976599	2977630	+
3631	b2273	2387710	2388426	-
3632	b2751	2873992	2875419	-
3633	b2750	2873387	2873992	-
3634	b2753	2876581	2877618	+
3635	b2752	2875421	2876329	-
3636	b2755	2878855	2879772	-
3637	b2754	2878569	2878853	-
3638	b2757	2880374	2881048	-
3639	b2756	2879788	2880387	-
3640	b3936	4127013	4127225	+
3641	b3937	4127286	4127894	-
3642	b3934	4123431	4124456	-
3643	b3935	4124612	4126810	-
3644	b3932	4121757	4122287	-
3645	b3933	4122380	4123339	-
3646	b3930	4119423	4120349	-
3647	b3931	4120416	4121747	-
3648	b3938	4128078	4128395	-
3649	b3939	4128672	4129832	+
3650	b3952	4146258	4147136	+
3651	b4075	4293163	4293546	+
3652	b2275	2389116	2389964	+
3653	b3723	3905731	3906567	-
3654	b4234	4457314	4457865	-
3655	b1639	1718066	1718395	-
3656	b1638	1717351	1718007	-
3657	b1633	1711523	1712158	+
3658	b1632	1710828	1711523	+
3659	b1631	1710204	1710824	+
3660	b1630	1709142	1710200	+
3661	b1637	1715948	1717222	-
3662	b1636	1715026	1715889	-
3663	b1635	1714377	1714982	+
3664	b1634	1712769	1714271	+
3665	b4546	2527941	2528159	-
3666	b4547	2592762	2592962	+
3667	b3752	3937294	3938223	+
3668	b3201	3343944	3344669	+
3669	b4085	4307783	4308478	-
3670	b2824	2962749	2963156	-
3671	b3202	3344717	3346150	+
3672	b3203	3346173	3346460	+
3673	b1129	1188316	1189776	-
3674	b1128	1187119	1188240	-
3675	b1127	1185844	1187070	+
3676	b1126	1184458	1185594	-
3677	b1125	1183617	1184444	-
3678	b1124	1182826	1183620	-
3679	b1123	1181783	1182829	-
3680	b1122	1181264	1181725	-
3681	b1121	1180479	1181267	-
3682	b1120	1179631	1180359	+
3683	b1255	1312920	1313663	-
3684	b1254	1312351	1312890	-
3685	b1257	1314718	1315224	-
3686	b1256	1314020	1314658	+
3687	b1251	1310569	1310865	-
3688	b1250	1309016	1310269	-
3689	b1253	1311848	1312246	-
3690	b0659	691874	692341	-
3691	b0656	687997	689013	-
3692	b0657	689343	690881	-
3693	b0654	685929	686669	-
3694	b0655	686839	687747	-
3695	b1259	1315856	1316035	-
3696	b0653	685255	685929	-
3697	b0650	681723	683393	-
3698	b0651	683477	684412	-
3699	b3208	3349081	3349809	-
3700	b4379	4614680	4615543	-
3701	b4378	4613481	4614260	+
3702	b3209	3349806	3350459	-
3703	b4375	4609414	4611003	+
3704	b4374	4608646	4609323	+
3705	b4377	4612411	4613484	+
3706	b4376	4611396	4612001	+
3707	b4371	4606669	4607700	-
3708	b4373	4608185	4608631	+
3709	b4372	4607803	4608216	+
3710	b2370	2484374	2487967	+
3711	b1518	1606999	1607289	+
3712	b4382	4618229	4619551	+
3713	b2376	2494698	2494973	+
3714	b0890	933224	937213	+
3715	b0891	937372	937983	+
3716	b0892	937994	939337	+
3717	b0893	939428	940720	+
3718	b0894	940959	943403	+
3719	b0895	943414	944031	+
3720	b0896	944033	944896	+
3721	b0897	944931	945557	-
3722	b0898	945871	947019	+
3723	b1382	1445687	1445872	+
3724	b1381	1443051	1445690	+
3725	b1380	1441854	1442843	-
3726	b1387	1451597	1453642	-
3727	b1386	1449076	1451349	-
3728	b1385	1447519	1449018	+
3729	b1384	1446378	1447283	-
3730	b0478	501562	503238	-
3731	b0479	503476	504696	-
3732	b0472	494405	495010	+
3733	b0473	495120	496994	+
3734	b0470	492092	494023	+
3735	b0471	494076	494405	+
3736	b0476	499014	499973	-
3737	b0477	500125	501429	+
3738	b0474	497175	497819	+
3739	b0475	498055	499017	+
3740	b1413	1483061	1486963	+
3741	b1412	1482255	1482860	-
3742	b1411	1480909	1482201	+
3743	b1410	1479138	1480895	+
3744	b1415	1488232	1489671	+
3745	b1414	1487235	1488035	+
3746	b4111	4330502	4332004	+
3747	b2409	2525930	2526856	-
3748	b1419	1491677	1491850	+
3749	b1418	1490902	1491432	+
3750	b4115	4335694	4337031	-
3751	b4114	4333947	4335590	-
3752	b3431	3569346	3571319	-
3753	b2408	2525127	2525891	+
3754	b4289	4512411	4513409	-
3755	b4288	4511458	4512414	-
3756	b2820	2952461	2956003	-
3757	b4101	4321244	4321696	-
3758	b4280	4505287	4506405	+
3759	b4284	4507466	4508617	-
3760	b4287	4510690	4511457	-
3761	b0098	108279	110984	+
3762	b0099	111044	111433	+
3763	b4068	4284899	4285213	-
3764	b0090	99644	100711	+
3765	b0091	100765	102240	+
3766	b0092	102233	103153	+
3767	b0093	103155	103985	+
3768	b0094	103982	105244	+
3769	b0095	105305	106456	+
3770	b0096	106557	107474	+
3771	b0097	107705	108217	+
3772	b0270	285395	286777	+
3773	b0271	286789	288399	+
3774	b0272	288404	289162	-
3775	b0273	289301	290305	-
3776	b0274	290649	291152	-
3777	b0275	291071	291346	-
3778	b0277	292322	292948	-
3779	b0278	293220	293918	-
3780	b0279	293945	294799	-
3781	b4622	4304128	4304403	-
3782	b2879	3019161	3020489	+
3783	b0076	84368	85312	+
3784	b0077	85630	87354	+
3785	b0074	81958	83529	-
3786	b0075	83622	83708	-
3787	b0072	79464	80864	-
3788	b0073	80867	81958	-
3789	b0070	77621	78799	+
3790	b0071	78848	79453	-
3791	b3437	3577065	3577592	-
3792	b4029	4237634	4239730	+
3793	b4028	4236897	4237634	+
3794	b0078	87357	87848	+
3795	b4595	1308788	1308961	+
3796	b4594	1223264	1223449	+
3797	b4596	1344436	1344609	-
3798	b4590	720583	720840	+
3799	b4593	1222990	1223163	-
3800	b4592	1040445	1040537	+
3801	b4599	1622646	1622741	+
3802	b4598	1517099	1517194	-
3803	b0384	403281	403601	+
3804	b0385	403703	404818	+
3805	b0386	404835	405644	-
3806	b0387	405764	406222	+
3807	b0380	399593	399805	+
3808	b0381	399829	400923	-
3809	b0382	401386	401646	+
3810	b0383	401747	403162	+
3811	b4568	4612128	4612289	+
3812	b0388	406405	406929	+
3813	b0389	406979	407170	+
3814	b4620	4239777	4240055	-
3815	b3972	4172057	4173085	+
3816	b3721	3902289	3903701	-
3817	b1517	1606100	1606975	+
3818	b1237	1292509	1292922	-
3819	b4621	4268809	4269012	-
3820	b2976	3121634	3123805	-
3821	b1236	1291457	1292365	+
3822	b0885	926728	927432	-
3823	b0884	926225	926443	-
3824	b3434	3575071	3575664	+
3825	b1941	2016554	2017927	+
3826	b0882	923264	925540	+
3827	b0881	922913	923233	+
3828	b0880	922366	922590	-
3829	b4264	4490141	4491139	-
3830	b4278	4502103	4503431	-
3831	b3011	3155355	3156518	+
3832	b3010	3154262	3155218	-
3833	b2523	2655075	2656358	-
3834	b3012	3156623	3157450	+
3835	b4348	4580068	4581462	-
3836	b3014	3158627	3158884	+
3837	b3017	3161257	3162669	-
3838	b3019	3163715	3165973	-
3839	b1949	2022616	2022885	+
3840	b1948	2021869	2022606	+
3841	b1238	1293527	1294144	+
3842	b3461	3599929	3600783	-
3843	b3239	3385857	3386129	-
3844	b0010	9928	10494	-
3845	b3729	3911839	3913668	-
3846	b3728	3910485	3911525	-
3847	b0547	572466	572921	+
3848	b3231	3378223	3378651	-
3849	b3230	3377815	3378207	-
3850	b3233	3380191	3380589	+
3851	b3232	3378870	3379997	-
3852	b3235	3382200	3383267	+
3853	b3234	3380743	3382110	+
3854	b3237	3384703	3385173	+
3855	b3236	3383330	3384268	-
3856	b0545	570893	571444	+
3857	b4043	4257115	4257723	+
3858	b2912	3056241	3056789	+
3859	b0543	568315	568647	+
3860	b3477	3615241	3616185	+
3861	b0540	566842	567141	+
3862	b3476	3613667	3615241	+
3863	b3955	4148532	4150265	-
3864	b4040	4253016	4253888	+
3865	b3438	3577731	3578726	-
3866	b0461	480334	480708	-
3867	b3129	3277002	3277337	+
3868	b3128	3275282	3276853	+
3869	b3659	3836953	3838137	+
3870	b2718	2843036	2843446	-
3871	b3125	3271867	3272751	-
3872	b3124	3270625	3271770	-
3873	b3127	3273573	3274907	-
3874	b3126	3272787	3273557	-
3875	b3121	3268415	3269602	+
3876	b0463	484426	485619	-
3877	b3651	3824515	3825204	+
3878	b3472	3609955	3610512	+
3879	b2838	2977637	2978899	-
3880	b2839	2979021	2979956	+
3881	b3347	3476607	3477419	-
3882	b0462	481254	484403	-
3883	b2298	2417081	2418601	+
3884	b2299	2418634	2419176	-
3885	b2528	2659563	2659886	-
3886	b2529	2659903	2660289	-
3887	b2294	2412100	2412594	-
3888	b0465	486536	489898	+
3889	b2296	2413470	2414672	+
3890	b2297	2414747	2416891	+
3891	b2290	2407561	2408778	+
3892	b2291	2408862	2409461	+
3893	b2292	2409520	2411352	-
3894	b0464	485761	486408	+
3895	b4049	4261669	4262706	+
3896	b4189	4416441	4416770	-
3897	b0466	490110	490271	-
3898	b4062	4277060	4277383	-
3899	b2473	2593072	2593770	-
3900	b4118	4340720	4341628	-
3901	b4279	4504058	4505275	+
3902	b2632	2767710	2768573	+
3903	b2633	2768665	2769486	+
3904	b2630	2765918	2766991	+
3905	b2631	2766984	2767355	+
3906	b2636	2770681	2771124	+
3907	b2637	2771148	2771615	+
3908	b2634	2769703	2770404	+
3909	b2635	2770445	2770681	+
3910	b4168	4395585	4396046	+
3911	b3478	3616182	3617015	+
3912	b4169	4396065	4397402	+
3913	b2748	2872509	2872820	-
3914	b2749	2873014	2873337	-
3915	b2707	2829047	2829820	+
3916	b2742	2867614	2868753	-
3917	b2743	2868893	2869519	-
3918	b2740	2865101	2866465	+
3919	b2741	2866559	2867551	-
3920	b2746	2871301	2871780	-
3921	b2747	2871780	2872490	-
3922	b2744	2869513	2870274	-
3923	b2745	2870255	2871304	-
3924	b3903	4094723	4095982	-
3925	b3902	4093448	4094272	-
3926	b3901	4093124	4093438	-
3927	b2705	2827737	2828516	+
3928	b3907	4099491	4100525	-
3929	b3906	4098646	4099494	+
3930	b3905	4097736	4098572	+
3931	b3904	4095979	4097448	-
3932	b3909	4101690	4102673	+
3933	b3908	4100810	4101430	+
3934	b3848	4032492	4033106	+
3935	b2703	2826392	2827351	+
3936	b2701	2824491	2825576	-
3937	b4162	4391604	4392149	+
3938	b4067	4283253	4284902	-
3939	b3956	4150447	4153098	-
3940	b4066	4281783	4283075	-
3941	b1138	1197533	1198237	-
3942	b1139	1198695	1199588	+
3943	b2495	2617578	2617937	+
3944	b2417	2535834	2536343	+
3945	b1130	1189776	1190447	-
3946	b1131	1190616	1191986	-
3947	b1132	1191990	1192631	-
3948	b1133	1192667	1193773	-
3949	b1134	1193827	1194288	-
3950	b1135	1194298	1194951	-
3951	b1136	1195123	1196373	+
3952	b1137	1196867	1197532	-
3953	b1246	1304754	1305767	+
3954	b1247	1305764	1306768	+
3955	b1244	1302899	1303819	+
3956	b1245	1303834	1304742	+
3957	b1242	1298598	1299245	+
3958	b1243	1301182	1302813	+
3959	b1716	1799393	1799749	-
3960	b1241	1295446	1298121	-
3961	b1718	1800096	1800638	-
3962	b0662	695101	696276	+
3963	b0661	693531	694955	-
3964	b0660	692338	693378	-
3965	b4150	4377811	4378944	-
3966	b4565	4530255	4530533	-
3967	b1248	1306821	1307150	-
3968	b1249	1307185	1308645	-
3969	b3992	4192821	4193576	-
3970	b3639	3812731	3813951	+
3971	b2819	2950635	2952461	-
3972	b4365	4603477	4604202	+
3973	b1944	2019618	2020082	+
3974	b4363	4601624	4602097	-
3975	b4360	4599695	4600189	-
3976	b3638	3811891	3812559	-
3977	b1394	1458264	1459052	+
3978	b1395	1459054	1460481	+
3979	b1396	1460471	1460893	+
3980	b1397	1460893	1462098	+
3981	b1390	1455164	1455910	+
3982	b1391	1455925	1456422	+
3983	b1392	1456430	1457500	+
3984	b1393	1457497	1458264	+
3985	b1398	1462125	1463438	+
3986	b1399	1463539	1464489	+
3987	b1624	1703268	1704308	-
3988	b1625	1704949	1705164	+
3989	b1626	1705250	1705690	+
3990	b0949	1009964	1011871	+
3991	b0869	906852	908282	-
3992	b0868	905740	906753	-
3993	b0719	752229	752795	-
3994	b0718	749722	752169	-
3995	b0865	903952	904467	-
3996	b0864	903006	903734	-
3997	b0867	904913	905743	+
3998	b0866	904593	904916	+
3999	b0861	900866	901534	-
4000	b0860	899844	900575	-
4001	b0863	902257	902988	-
4002	b0862	901534	902250	-
4003	b3636	3811250	3811417	-
4004	b2877	3015160	3015738	+
4005	b4108	4326399	4326734	-
4006	b4109	4327135	4329363	+
4007	b1408	1477621	1478226	+
4008	b1409	1478226	1479122	+
4009	b1404	1469358	1470509	+
4010	b1406	1474221	1475081	+
4011	b1407	1475144	1477450	+
4012	b1400	1464471	1465061	+
4013	b4107	4325298	4325741	-
4014	b1402	1467921	1468826	-
4015	b1403	1468784	1469149	-
4016	b3197	3341266	3342252	+
4017	b4298	4524105	4525010	-
4018	b4299	4525015	4525803	-
4019	b4292	4516764	4517717	-
4020	b0128	143702	144472	+
4021	b4290	4513406	4514308	-
4022	b4291	4514353	4516677	-
4023	b4296	4520671	4522020	-
4024	b4297	4522127	4524094	-
4025	b4294	4518527	4518802	+
4026	b0129	144577	145017	+
4027	b3835	4020226	4021866	+
4028	b2882	3024351	3025751	+
4029	b0289	304495	305205	-
4030	b0288	303853	304182	-
4031	b0285	300931	301887	-
4032	b0284	298736	300934	-
4033	b0287	302991	303605	+
4034	b0286	301884	302573	-
4035	b0281	295696	297096	-
4036	b0280	295139	295579	-
4037	b0283	297770	298726	-
4038	b0043	44180	45466	+
4039	b0042	43188	44129	+
4040	b0041	42403	43173	+
4041	b0040	40417	41931	-
4042	b0047	47769	49631	+
4043	b0046	47246	47776	+
4044	b0045	45807	47138	+
4045	b0044	45463	45750	+
4046	b0049	50380	51222	-
4047	b0048	49823	50302	+
4048	b3479	3617015	3617779	+
4049	b4039	4252506	4253003	+
4050	b4586	238257	238736	-
4051	b4487	4313868	4314197	+
4052	b3250	3398875	3399978	-
4053	b3726	3908549	3909439	-
4054	b4588	572368	572469	+
4055	b4589	580251	580445	-
4056	b0915	968366	969352	+
4057	b0914	966621	968369	+
4058	b0917	970673	970855	+
4059	b0916	969389	970621	+
4060	b0911	961995	963668	+
4061	b0910	961201	961884	+
4062	b0913	964320	966584	+
4063	b0912	963828	964112	+
4064	b0919	971752	972645	+
4065	b0918	970852	971598	+
4066	b0449	470636	472417	+
4067	b0448	468871	470643	+
4068	b4106	4324377	4325165	-
4069	b3018	3162744	3163481	-
4070	b2925	3070165	3071244	-
4071	b4485	4451058	4452560	+
4072	b4637	710639	710725	-
4073	b4117	4338254	4340521	-
4074	b2790	2922535	2922984	-
4075	b2822	2959060	2962428	-
4076	b4689	1639080	1639334	-
4077	b4018	4222804	4223628	-
4078	b4331	4560930	4561484	+
4079	b2521	2652494	2653339	+
4080	b2323	2440385	2441605	-
4081	b4330	4559997	4560680	-
4082	b4116	4337168	4337929	-
4083	b4685	3307853	3307933	-
4084	b4332	4561497	4562675	-
4085	b3834	4019624	4020229	+
4086	b4684	3032817	3032942	+
4087	b4019	4223828	4227511	+
4088	b4483	4023554	4024336	+
4089	b4687	2700117	2700197	-
4090	b3002	3148977	3149471	-
4091	b3003	3149662	3150546	+
4092	b3001	3147897	3148937	+
4093	b3006	3151250	3151984	-
4094	b3005	3150818	3151243	-
4095	b3008	3152236	3153423	+
4096	b3009	3153563	3154222	+
4097	b4680	2496921	2496992	+
4098	b2416	2534066	2535793	+
4099	b4230	4452571	4453596	+
4100	b4235	4457959	4459311	+
4101	b4231	4453583	4454578	+
4102	b4482	4000292	4001056	-
4103	b4682	2905557	2905697	+
4104	b4232	4454611	4455609	-
4105	b3228	3376279	3376776	-
4106	b3229	3376782	3377420	-
4107	b1946	2021088	2021501	+
4108	b3223	3370347	3371036	-
4109	b3220	3367827	3368954	+
4110	b3221	3369014	3369478	-
4111	b3226	3373698	3374489	-
4112	b3227	3374869	3376236	+
4113	b3224	3371084	3372574	-
4114	b3225	3372683	3373576	-
4115	b3640	3813932	3814387	+
4116	b1879	1962972	1965050	-
4117	b3641	3814494	3815090	+
4118	b4237	4459900	4460364	-
4119	b2800	2933041	2933688	-
4120	b3642	3815127	3815768	-
4121	b4012	4213680	4214123	-
4122	b3644	3816676	3817539	+
4123	b3645	3817760	3818584	+
4124	b3648	3821428	3822051	+
4125	b3649	3822106	3822381	+
4126	b3646	3818874	3819491	+
4127	b3138	3284170	3284646	+
4128	b3139	3284685	3285488	+
4129	b3136	3281976	3283130	+
4130	b3137	3283143	3284003	+
4131	b3259	3409070	3409951	+
4132	b3647	3819488	3821170	-
4133	b3132	3278914	3280194	+
4134	b3133	3280217	3280690	+
4135	b3130	3277337	3277801	+
4136	b3131	3277856	3278665	-
